state,year,month,unemployment_rate,UPT,PostCOVID,VRM,StringencyIndex,gdp_per_capita,red,blue
Missouri,2017,9,3.1,3463098.0,0,2280154.0,,50879.59,,
Missouri,2017,10,2.9,3478854.0,0,2387960.0,,51223.92,,
Missouri,2017,11,3.2,3182624.0,0,2279925.0,,51213.74,,
Missouri,2017,12,3.3,2885218.0,0,2279553.0,,51203.56,,
Missouri,2018,1,4.1,2886264.0,0,2356229.0,,50888.13,,
Missouri,2018,2,4.0,2840704.0,0,2151166.0,,50878.11,,
Missouri,2018,3,3.8,3100135.0,0,2379874.0,,50868.08,,
Missouri,2018,4,3.1,3066742.0,0,2294821.0,,51257.76,,
Missouri,2018,5,3.1,3192159.0,0,2371574.0,,51247.67,,
Missouri,2018,6,3.3,3056770.0,0,2302985.0,,51237.58,,
Missouri,2018,7,3.5,3044954.0,0,2310376.0,,51354.67,,
Missouri,2018,8,3.2,3385210.0,0,2403939.0,,51344.56,,
Missouri,2018,9,2.5,3223019.0,0,2201392.0,,51334.45,,
Missouri,2018,10,2.5,3469253.0,0,2418795.0,,51464.49,,
Missouri,2018,11,2.6,3040331.0,0,2270430.0,,51454.37,,
Missouri,2018,12,3.0,2774435.0,0,2284409.0,,51444.25,,
Missouri,2019,1,3.9,2719729.0,0,2347072.0,,51579.07,,
Missouri,2019,2,3.7,2716649.0,0,2145626.0,,51568.85,,
Missouri,2019,3,3.7,2933029.0,0,2324758.0,,51558.64,,
Missouri,2019,4,2.8,3148546.0,0,2315251.0,,51978.11,,
Missouri,2019,5,3.0,3134714.0,0,2362383.0,,51967.82,,
Missouri,2019,6,3.2,2920028.0,0,2230700.0,,51957.54,,
Missouri,2019,7,3.6,3019152.0,0,2353557.0,,52617.41,,
Missouri,2019,8,3.3,3168011.0,0,2358930.0,,52607.0,,
Missouri,2019,9,2.6,3080040.0,0,2233990.0,,52596.6,,
Missouri,2019,10,2.8,3218568.0,0,2339105.0,,52956.84,,
Missouri,2019,11,3.0,2792597.0,0,2164261.0,,52946.37,,
Missouri,2019,12,3.2,2726722.0,0,2242020.0,,52935.9,,
Missouri,2020,1,3.8,2762383.0,0,2278446.0,2.15,52147.22,1.0,0.0
Missouri,2020,2,3.5,2678204.0,0,2117569.0,11.97,52134.88,1.0,0.0
Missouri,2020,3,4.2,2578849.0,0,2094509.0,40.68,52122.55,1.0,0.0
Missouri,2020,4,10.9,1577807.0,1,1493821.0,75.31,48199.16,1.0,0.0
Missouri,2020,5,9.9,1604231.0,1,1413478.0,65.62,48187.77,1.0,0.0
Missouri,2020,6,8.5,1638058.0,1,1535369.0,55.96,48176.38,1.0,0.0
Missouri,2020,7,8.0,1708129.0,1,1664498.0,39.8,51992.17,1.0,0.0
Missouri,2020,8,6.3,1825608.0,1,1829652.0,49.51,51979.89,1.0,0.0
Missouri,2020,9,5.2,1833829.0,1,1839989.0,46.76,51967.61,1.0,0.0
Missouri,2020,10,4.5,1908128.0,1,1854139.0,46.76,52900.52,1.0,0.0
Missouri,2020,11,4.5,1750458.0,1,1741620.0,50.06,52888.03,1.0,0.0
Missouri,2020,12,4.9,1719771.0,1,1814041.0,50.19,52875.55,1.0,0.0
Missouri,2021,1,5.5,1586028.0,1,1735615.0,51.93,53091.5,,
Missouri,2021,2,5.3,1411684.0,1,1612344.0,53.18,53086.68,,
Missouri,2021,3,5.0,1840999.0,1,1871004.0,50.58,53081.85,,
Missouri,2021,4,4.5,1757401.0,1,1862677.0,45.83,53881.98,,
Missouri,2021,5,4.7,1747161.0,1,1846798.0,38.51,53877.09,,
Missouri,2021,6,4.8,1785498.0,1,1838887.0,30.88,53872.19,,
Missouri,2021,7,4.4,1834508.0,1,1867378.0,30.27,53771.76,,
Missouri,2021,8,4.0,1916683.0,1,1836139.0,27.5,53766.88,,
Missouri,2021,9,3.1,2013330.0,1,1766240.0,26.11,53761.99,,
Missouri,2021,10,3.1,1987854.0,1,1772257.0,25.98,54038.77,,
Missouri,2021,11,2.8,1857933.0,1,1728330.0,23.76,54033.86,,
Missouri,2021,12,2.8,1843771.0,1,1660157.0,24.1,54028.96,,
Missouri,2022,1,3.5,1623320.0,1,1636484.0,20.32,54130.86,,
Missouri,2022,2,3.2,1553929.0,1,1531015.0,20.17,54111.4,,
Missouri,2022,3,2.9,1922444.0,1,1712609.0,20.09,54091.95,,
Missouri,2022,4,2.1,1916067.0,1,1617779.0,20.03,54373.19,,
Missouri,2022,5,2.3,1976986.0,1,1650421.0,19.97,54353.66,,
Missouri,2022,6,2.4,2012149.0,1,1609862.0,19.93,54334.15,,
Missouri,2022,7,2.9,1946130.0,1,1589175.0,19.89,54613.39,,
Missouri,2022,8,2.8,2274687.0,1,1659910.0,20.67,54593.8,,
Missouri,2022,9,2.0,2273612.0,1,1597749.0,24.17,54574.22,,
Missouri,2022,10,2.5,2193636.0,1,1610044.0,25.29,54822.42,,
Missouri,2022,11,2.4,1994435.0,1,1541423.0,25.22,54802.77,,
Missouri,2022,12,2.4,1848747.0,1,1564539.0,25.17,54783.14,,
Missouri,2023,1,3.2,2038276.0,1,1599410.0,,55221.15,,
Missouri,2023,2,3.2,1879543.0,1,1446443.0,,55193.29,,
Missouri,2023,3,3.1,2093928.0,1,1600740.0,,55165.46,,
Missouri,2023,4,2.6,2090044.0,1,1512893.0,,55586.55,,
Missouri,2023,5,3.1,2193338.0,1,1568397.0,,55558.55,,
Missouri,2023,6,3.3,2139015.0,1,1521362.0,,55530.57,,
Missouri,2023,7,3.4,2063481.0,1,1519162.0,,55952.45,,
Missouri,2023,8,3.4,2262792.0,1,1595946.0,,55924.31,,
Missouri,2023,9,2.8,2243029.0,1,1495920.0,,55896.19,,
Missouri,2023,10,3.2,2229851.0,1,1575556.0,,56318.85,,
Missouri,2023,11,2.9,1968435.0,1,1531349.0,,56290.57,,
Missouri,2023,12,3.1,1941937.0,1,1556338.0,,56262.31,,
Missouri,2024,1,3.9,1840965.0,1,1617253.0,,56173.22,1.0,0.0
Missouri,2024,2,4.1,2119178.0,1,1557545.0,,56152.99,1.0,0.0
Missouri,2024,3,3.9,2124533.0,1,1650391.0,,56132.77,1.0,0.0
Missouri,2024,4,3.3,2164384.0,1,1634070.0,,56341.36,1.0,0.0
Missouri,2024,5,3.7,2252797.0,1,1662470.0,,56321.08,1.0,0.0
Missouri,2024,6,3.9,2105499.0,1,1599995.0,,56300.83,1.0,0.0
Missouri,2024,7,4.3,2193079.0,1,1712671.0,,56680.13,1.0,0.0
Missouri,2024,8,3.9,2303209.0,1,1718676.0,,56659.76,1.0,0.0
Missouri,2024,9,3.0,2222965.0,1,1638970.0,,56639.4,1.0,0.0
Missouri,2024,10,3.3,2405586.0,1,1744740.0,,56786.69,1.0,0.0
Missouri,2024,11,3.3,2087036.0,1,1642822.0,,56766.3,1.0,0.0
Missouri,2024,12,3.2,1929895.0,1,1715046.0,,56745.93,1.0,0.0
Missouri,2025,1,4.4,1779381.0,1,1716191.0,,,,
Missouri,2025,2,4.4,1805352.0,1,1570014.0,,,,
Missouri,2025,3,4.4,2117611.0,1,1722201.0,,,,
Missouri,2025,4,3.8,2146925.0,1,1706160.0,,,,
Missouri,2025,5,3.9,2141897.0,1,1793866.0,,,,
Missouri,2025,6,4.4,1865178.0,1,1734429.0,,,,
Missouri,2025,7,4.7,1982045.0,1,1775219.0,,,,
Missouri,2025,8,4.5,2077465.0,1,1714375.0,,,,
Missouri,2025,9,3.5,2084955.0,1,1660116.0,,,,
Missouri,2025,10,3.5,2170308.0,1,1746720.0,,,,
Missouri,2025,11,3.5,1824497.0,1,1607155.0,,,,
Missouri,2025,12,3.3,1816198.0,1,1713092.0,,,,
Montana,2016,1,5.2,213782.0,0,139218.0,,45176.4,1.0,0.0
Montana,2016,2,5.1,271951.0,0,156035.0,,45134.09,1.0,0.0
Montana,2016,3,5.0,283010.0,0,169467.0,,45091.85,1.0,0.0
Montana,2016,4,4.2,259884.0,0,156680.0,,44609.53,1.0,0.0
Montana,2016,5,3.9,224086.0,0,149805.0,,44567.86,1.0,0.0
Montana,2016,6,4.4,201836.0,0,145481.0,,44526.27,1.0,0.0
Montana,2016,7,4.0,182090.0,0,132531.0,,44933.23,1.0,0.0
Montana,2016,8,3.9,210860.0,0,155262.0,,44891.37,1.0,0.0
Montana,2016,9,3.5,259302.0,0,158530.0,,44849.6,1.0,0.0
Montana,2016,10,3.9,258776.0,0,158403.0,,45645.25,1.0,0.0
Montana,2016,11,3.8,233196.0,0,150283.0,,45602.85,1.0,0.0
Montana,2016,12,4.5,220316.0,0,154450.0,,45560.53,1.0,0.0
Montana,2017,1,5.2,219083.0,0,142450.0,,45651.14,,
Montana,2017,2,4.9,250065.0,0,143668.0,,45622.44,,
Montana,2017,3,4.6,261464.0,0,166134.0,,45593.77,,
Montana,2017,4,4.0,237545.0,0,151588.0,,46218.64,,
Montana,2017,5,3.7,224497.0,0,155561.0,,46189.64,,
Montana,2017,6,4.0,194965.0,0,146120.0,,46160.67,,
Montana,2017,7,3.8,177536.0,0,138939.0,,45961.58,,
Montana,2017,8,3.7,203255.0,0,155317.0,,45932.79,,
Montana,2017,9,3.4,248887.0,0,157020.0,,45904.04,,
Montana,2017,10,3.5,260211.0,0,161540.0,,45630.0,,
Montana,2017,11,3.9,241224.0,0,152861.0,,45601.48,,
Montana,2017,12,4.2,209530.0,0,149764.0,,45572.98,,
Montana,2018,1,4.9,228250.0,0,147121.0,,46571.07,,
Montana,2018,2,4.7,234803.0,0,146145.0,,46540.73,,
Montana,2018,3,4.4,249195.0,0,159645.0,,46510.44,,
Montana,2018,4,3.7,239849.0,0,157091.0,,46498.98,,
Montana,2018,5,3.2,223190.0,0,154285.0,,46468.75,,
Montana,2018,6,3.8,191513.0,0,139225.0,,46438.56,,
Montana,2018,7,3.4,185675.0,0,144718.0,,46277.08,,
Montana,2018,8,3.3,215473.0,0,159152.0,,46247.05,,
Montana,2018,9,3.0,223721.0,0,144527.0,,46217.06,,
Montana,2018,10,3.1,260512.0,0,165392.0,,46402.46,,
Montana,2018,11,3.3,222753.0,0,149738.0,,46372.41,,
Montana,2018,12,3.9,196412.0,0,143451.0,,46342.4,,
Montana,2019,1,4.8,235843.0,0,154506.0,,46489.98,,
Montana,2019,2,4.2,215222.0,0,143032.0,,46428.4,,
Montana,2019,3,4.2,233103.0,0,155480.0,,46366.98,,
Montana,2019,4,3.4,240764.0,0,162716.0,,46380.18,,
Montana,2019,5,3.1,208274.0,0,152434.0,,46318.99,,
Montana,2019,6,3.4,181686.0,0,138169.0,,46257.96,,
Montana,2019,7,3.2,190175.0,0,148091.0,,47022.2,,
Montana,2019,8,3.2,203161.0,0,155167.0,,46960.4,,
Montana,2019,9,2.8,219472.0,0,151086.0,,46898.77,,
Montana,2019,10,3.0,248608.0,0,168772.0,,46874.23,,
Montana,2019,11,3.2,216779.0,0,146562.0,,46812.87,,
Montana,2019,12,3.7,198740.0,0,149790.0,,46751.67,,
Montana,2020,1,4.4,228309.0,0,154253.0,0.36,45780.0,1.0,0.0
Montana,2020,2,4.1,214694.0,0,146679.0,7.85,45712.51,1.0,0.0
Montana,2020,3,4.7,146258.0,0,133769.0,43.37,45645.22,1.0,0.0
Montana,2020,4,11.8,50557.0,1,84325.0,78.77,43242.91,1.0,0.0
Montana,2020,5,9.0,58881.0,1,87978.0,72.58,43179.44,1.0,0.0
Montana,2020,6,7.4,91509.0,1,143497.0,60.19,43116.16,1.0,0.0
Montana,2020,7,6.6,98584.0,1,147570.0,60.19,46700.09,1.0,0.0
Montana,2020,8,5.2,101947.0,1,143065.0,57.92,46631.85,1.0,0.0
Montana,2020,9,4.6,115666.0,1,151726.0,52.78,46563.81,1.0,0.0
Montana,2020,10,3.9,116197.0,1,157463.0,52.69,47240.33,1.0,0.0
Montana,2020,11,4.0,102112.0,1,138149.0,52.9,47171.61,1.0,0.0
Montana,2020,12,4.4,106683.0,1,143595.0,51.73,47103.08,1.0,0.0
Montana,2021,1,4.9,105122.0,1,138611.0,52.63,47613.19,,
Montana,2021,2,4.7,105695.0,1,137178.0,50.35,47559.04,,
Montana,2021,3,4.3,125856.0,1,161520.0,46.82,47505.02,,
Montana,2021,4,3.7,121004.0,1,156895.0,40.4,48270.79,,
Montana,2021,5,3.2,107251.0,1,136888.0,40.28,48216.08,,
Montana,2021,6,3.8,116319.0,1,146431.0,38.41,48161.49,,
Montana,2021,7,3.2,110283.0,1,142083.0,29.98,47738.97,,
Montana,2021,8,3.0,115281.0,1,142525.0,26.86,47685.05,,
Montana,2021,9,2.3,129450.0,1,142932.0,24.22,47631.25,,
Montana,2021,10,2.5,129214.0,1,136109.0,25.54,48257.5,,
Montana,2021,11,2.5,119838.0,1,138812.0,23.23,48203.17,,
Montana,2021,12,2.7,123498.0,1,144698.0,25.11,48148.97,,
Montana,2022,1,3.6,119871.0,1,136271.0,22.04,49860.33,,
Montana,2022,2,3.3,122374.0,1,132516.0,21.9,49826.71,,
Montana,2022,3,3.0,140276.0,1,160544.0,21.82,49793.14,,
Montana,2022,4,2.7,132544.0,1,152257.0,21.77,49519.37,,
Montana,2022,5,2.5,125011.0,1,144960.0,22.14,49486.05,,
Montana,2022,6,2.8,119093.0,1,151801.0,23.54,49452.78,,
Montana,2022,7,2.5,123068.0,1,155897.0,23.5,49348.51,,
Montana,2022,8,2.5,145537.0,1,175076.0,24.3,49315.38,,
Montana,2022,9,2.0,164998.0,1,170087.0,26.41,49282.29,,
Montana,2022,10,2.2,165133.0,1,170741.0,22.92,49710.09,,
Montana,2022,11,2.2,157291.0,1,164981.0,22.89,49676.79,,
Montana,2022,12,2.6,143895.0,1,169470.0,22.87,49643.52,,
Montana,2023,1,3.2,159511.0,1,167339.0,,50981.24,,
Montana,2023,2,3.1,160730.0,1,158899.0,,50955.15,,
Montana,2023,3,3.0,177813.0,1,182147.0,,50929.1,,
Montana,2023,4,2.4,157652.0,1,166013.0,,51450.6,,
Montana,2023,5,2.4,159504.0,1,164562.0,,51424.32,,
Montana,2023,6,2.6,142286.0,1,158548.0,,51398.06,,
Montana,2023,7,2.4,138811.0,1,150828.0,,52059.61,,
Montana,2023,8,2.4,161534.0,1,171721.0,,52033.06,,
Montana,2023,9,2.2,181583.0,1,164575.0,,52006.53,,
Montana,2023,10,2.6,185685.0,1,197918.0,,52358.61,,
Montana,2023,11,2.7,181802.0,1,190023.0,,52331.95,,
Montana,2023,12,3.3,167700.0,1,182656.0,,52305.31,,
Montana,2024,1,3.8,177107.0,1,189181.0,,52366.61,1.0,0.0
Montana,2024,2,3.7,189267.0,1,185626.0,,52339.24,1.0,0.0
Montana,2024,3,3.4,187328.0,1,191252.0,,52311.91,1.0,0.0
Montana,2024,4,2.8,198715.0,1,196880.0,,52890.21,1.0,0.0
Montana,2024,5,2.7,186076.0,1,195465.0,,52862.62,1.0,0.0
Montana,2024,6,3.1,163212.0,1,177984.0,,52835.05,1.0,0.0
Montana,2024,7,2.9,176490.0,1,189024.0,,53333.31,1.0,0.0
Montana,2024,8,2.8,189496.0,1,194077.0,,53305.53,1.0,0.0
Montana,2024,9,2.4,202585.0,1,185323.0,,53277.77,1.0,0.0
Montana,2024,10,2.4,216690.0,1,203700.0,,54011.26,1.0,0.0
Montana,2024,11,2.7,190627.0,1,181194.0,,53983.17,1.0,0.0
Montana,2024,12,3.0,178885.0,1,185297.0,,53955.11,1.0,0.0
Montana,2025,1,3.2,188172.0,1,189064.0,,,,
Montana,2025,2,3.4,179556.0,1,175460.0,,,,
Montana,2025,3,3.1,197616.0,1,192191.0,,,,
Montana,2025,4,2.7,206766.0,1,196893.0,,,,
Montana,2025,5,2.7,192602.0,1,187575.0,,,,
Montana,2025,6,2.9,172648.0,1,181796.0,,,,
Montana,2025,7,2.7,177784.0,1,188038.0,,,,
Montana,2025,8,2.8,171788.0,1,183583.0,,,,
Montana,2025,9,3.0,194024.0,1,186306.0,,,,
Montana,2025,10,3.2,201490.0,1,198683.0,,,,
Montana,2025,11,3.4,170005.0,1,170334.0,,,,
Montana,2025,12,3.7,170024.0,1,188361.0,,,,
Nebraska,2016,1,3.3,467899.0,0,455460.0,,62612.67,1.0,0.0
Nebraska,2016,2,3.3,490624.0,0,458644.0,,62583.91,1.0,0.0
Nebraska,2016,3,3.3,515616.0,0,503736.0,,62555.17,1.0,0.0
Nebraska,2016,4,3.0,504612.0,0,480982.0,,62976.93,1.0,0.0
Nebraska,2016,5,2.8,426671.0,0,456026.0,,62948.04,1.0,0.0
Nebraska,2016,6,3.4,428107.0,0,465817.0,,62919.17,1.0,0.0
Nebraska,2016,7,3.4,390220.0,0,440998.0,,63790.04,1.0,0.0
Nebraska,2016,8,3.1,506980.0,0,492737.0,,63760.81,1.0,0.0
Nebraska,2016,9,3.0,571543.0,0,475378.0,,63731.62,1.0,0.0
Nebraska,2016,10,3.1,563161.0,0,485366.0,,64600.91,1.0,0.0
Nebraska,2016,11,2.8,528290.0,0,489665.0,,64571.36,1.0,0.0
Nebraska,2016,12,3.0,440316.0,0,490863.0,,64541.83,1.0,0.0
Nebraska,2017,1,3.5,464628.0,0,476389.0,,63609.87,,
Nebraska,2017,2,3.3,481213.0,0,464005.0,,63586.34,,
Nebraska,2017,3,3.0,524758.0,0,519592.0,,63562.82,,
Nebraska,2017,4,2.8,497868.0,0,478106.0,,64247.98,,
Nebraska,2017,5,2.8,468722.0,0,499592.0,,64224.24,,
Nebraska,2017,6,3.1,457646.0,0,480398.0,,64200.51,,
Nebraska,2017,7,3.1,409281.0,0,450769.0,,64129.96,,
Nebraska,2017,8,2.9,535348.0,0,508332.0,,64106.28,,
Nebraska,2017,9,2.7,569664.0,0,473672.0,,64082.63,,
Nebraska,2017,10,2.5,572716.0,0,506687.0,,64693.29,,
Nebraska,2017,11,2.7,520118.0,0,482598.0,,64669.43,,
Nebraska,2017,12,2.9,419008.0,0,457483.0,,64645.59,,
Nebraska,2018,1,3.2,466941.0,0,495914.0,,65483.88,,
Nebraska,2018,2,3.3,474154.0,0,463249.0,,65463.88,,
Nebraska,2018,3,3.1,500335.0,0,508855.0,,65443.9,,
Nebraska,2018,4,2.8,507097.0,0,488191.0,,64842.79,,
Nebraska,2018,5,2.7,467760.0,0,485946.0,,64823.0,,
Nebraska,2018,6,3.2,440068.0,0,467434.0,,64803.23,,
Nebraska,2018,7,3.1,413309.0,0,460407.0,,64830.12,,
Nebraska,2018,8,2.8,525055.0,0,507988.0,,64810.36,,
Nebraska,2018,9,2.6,537937.0,0,461208.0,,64790.61,,
Nebraska,2018,10,2.7,594437.0,0,522115.0,,65288.79,,
Nebraska,2018,11,2.5,496453.0,0,483004.0,,65268.9,,
Nebraska,2018,12,2.9,399378.0,0,459086.0,,65249.03,,
Nebraska,2019,1,3.5,459513.0,0,499400.0,,64877.31,,
Nebraska,2019,2,3.4,425224.0,0,460853.0,,64791.4,,
Nebraska,2019,3,3.4,453368.0,0,493733.0,,64705.73,,
Nebraska,2019,4,2.9,518701.0,0,508191.0,,65022.29,,
Nebraska,2019,5,3.0,449099.0,0,487273.0,,64936.54,,
Nebraska,2019,6,3.4,405286.0,0,454580.0,,64851.01,,
Nebraska,2019,7,3.3,430255.0,0,480163.0,,65787.3,,
Nebraska,2019,8,3.0,479292.0,0,502969.0,,65700.87,,
Nebraska,2019,9,2.7,539598.0,0,469010.0,,65614.68,,
Nebraska,2019,10,3.0,577725.0,0,525992.0,,66781.51,,
Nebraska,2019,11,2.8,482538.0,0,471741.0,,66694.12,,
Nebraska,2019,12,2.8,429515.0,0,474233.0,,66606.97,,
Nebraska,2020,1,3.3,457648.0,0,492416.0,1.25,64640.57,1.0,0.0
Nebraska,2020,2,3.1,491821.0,0,471879.0,11.97,64636.79,1.0,0.0
Nebraska,2020,3,5.1,363299.0,0,482843.0,39.83,64633.01,1.0,0.0
Nebraska,2020,4,8.0,195774.0,1,315271.0,74.0,60952.42,1.0,0.0
Nebraska,2020,5,6.6,230148.0,1,305421.0,75.0,60948.85,1.0,0.0
Nebraska,2020,6,5.6,233835.0,1,316064.0,68.52,60945.29,1.0,0.0
Nebraska,2020,7,4.8,238805.0,1,348612.0,58.74,65610.75,1.0,0.0
Nebraska,2020,8,3.5,271736.0,1,446878.0,54.14,65606.91,1.0,0.0
Nebraska,2020,9,3.2,308495.0,1,445486.0,50.62,65603.07,1.0,0.0
Nebraska,2020,10,2.5,322453.0,1,472220.0,48.12,66887.19,1.0,0.0
Nebraska,2020,11,2.5,279418.0,1,430759.0,53.52,66883.28,1.0,0.0
Nebraska,2020,12,2.8,288716.0,1,454852.0,53.97,66879.36,1.0,0.0
Nebraska,2021,1,3.4,239645.0,1,421628.0,47.22,67811.98,,
Nebraska,2021,2,3.5,272472.0,1,436571.0,41.67,67789.27,,
Nebraska,2021,3,3.1,344594.0,1,497330.0,39.76,67766.58,,
Nebraska,2021,4,2.7,325777.0,1,460125.0,35.8,69060.85,,
Nebraska,2021,5,2.7,304551.0,1,433378.0,32.29,69037.74,,
Nebraska,2021,6,3.2,316429.0,1,429169.0,32.21,69014.65,,
Nebraska,2021,7,2.8,309259.0,1,428928.0,30.66,68986.5,,
Nebraska,2021,8,2.5,321372.0,1,430376.0,29.3,68963.45,,
Nebraska,2021,9,2.1,412891.0,1,405403.0,27.59,68940.4,,
Nebraska,2021,10,2.1,408479.0,1,420919.0,27.47,68917.38,,
Nebraska,2021,11,1.8,371914.0,1,404065.0,23.6,68894.37,,
Nebraska,2021,12,1.8,329539.0,1,410615.0,24.62,68871.37,,
Nebraska,2022,1,2.4,351669.0,1,403732.0,22.86,70561.87,,
Nebraska,2022,2,2.3,357101.0,1,391447.0,23.72,70515.47,,
Nebraska,2022,3,2.2,405467.0,1,438195.0,21.13,70469.13,,
Nebraska,2022,4,1.9,397144.0,1,417216.0,21.01,70382.37,,
Nebraska,2022,5,2.0,382436.0,1,405917.0,20.94,70336.18,,
Nebraska,2022,6,2.5,378329.0,1,410576.0,20.9,70290.04,,
Nebraska,2022,7,2.4,360232.0,1,391930.0,20.85,71203.38,,
Nebraska,2022,8,2.3,463513.0,1,429312.0,21.71,71156.74,,
Nebraska,2022,9,2.0,491565.0,1,411925.0,24.33,71110.16,,
Nebraska,2022,10,2.1,479812.0,1,450503.0,24.28,70655.43,,
Nebraska,2022,11,2.0,425758.0,1,434950.0,24.22,70609.24,,
Nebraska,2022,12,2.1,331816.0,1,433241.0,24.17,70563.11,,
Nebraska,2023,1,2.3,391535.0,1,434589.0,,73560.03,,
Nebraska,2023,2,2.4,376719.0,1,417527.0,,73506.37,,
Nebraska,2023,3,2.2,443767.0,1,479050.0,,73452.78,,
Nebraska,2023,4,2.0,424558.0,1,460271.0,,73479.57,,
Nebraska,2023,5,2.2,449275.0,1,483412.0,,73426.07,,
Nebraska,2023,6,2.6,396720.0,1,463981.0,,73372.66,,
Nebraska,2023,7,2.4,353481.0,1,442692.0,,73760.01,,
Nebraska,2023,8,2.3,488648.0,1,498225.0,,73706.43,,
Nebraska,2023,9,2.3,517383.0,1,458352.0,,73652.93,,
Nebraska,2023,10,2.5,527867.0,1,494942.0,,74269.09,,
Nebraska,2023,11,2.2,477685.0,1,468001.0,,74215.26,,
Nebraska,2023,12,2.3,412000.0,1,454773.0,,74161.51,,
Nebraska,2024,1,2.8,370282.0,1,448384.0,,73394.82,1.0,0.0
Nebraska,2024,2,2.9,494191.0,1,456697.0,,73356.98,1.0,0.0
Nebraska,2024,3,2.7,457861.0,1,480138.0,,73319.18,1.0,0.0
Nebraska,2024,4,2.4,514770.0,1,487425.0,,73983.37,1.0,0.0
Nebraska,2024,5,2.6,485889.0,1,471288.0,,73945.28,1.0,0.0
Nebraska,2024,6,3.1,400839.0,1,432316.0,,73907.23,1.0,0.0
Nebraska,2024,7,3.1,410034.0,1,465852.0,,73660.46,1.0,0.0
Nebraska,2024,8,2.8,479238.0,1,472418.0,,73622.6,1.0,0.0
Nebraska,2024,9,2.6,525094.0,1,458485.0,,73584.78,1.0,0.0
Nebraska,2024,10,2.7,568723.0,1,508063.0,,73656.18,1.0,0.0
Nebraska,2024,11,2.7,480506.0,1,455773.0,,73618.38,1.0,0.0
Nebraska,2024,12,2.6,402015.0,1,459382.0,,73580.62,1.0,0.0
Nebraska,2025,1,3.2,436833.0,1,479204.0,,,,
Nebraska,2025,2,3.4,416947.0,1,454373.0,,,,
Nebraska,2025,3,2.9,473034.0,1,483844.0,,,,
Nebraska,2025,4,2.9,527882.0,1,492346.0,,,,
Nebraska,2025,5,2.9,492481.0,1,485374.0,,,,
Nebraska,2025,6,3.3,424879.0,1,456254.0,,,,
Nebraska,2025,7,3.2,438024.0,1,482162.0,,,,
Nebraska,2025,8,2.8,474651.0,1,478247.0,,,,
Nebraska,2025,9,2.8,534353.0,1,484265.0,,,,
Nebraska,2025,10,2.8499999999999996,554601.0,1,513062.0,,,,
Nebraska,2025,11,2.9,461310.0,1,455720.0,,,,
Nebraska,2025,12,3.0,436357.0,1,483982.0,,,,
Nevada,2016,1,6.5,5506561.0,0,1645208.0,,52477.18,0.0,1.0
Nevada,2016,2,6.2,5533809.0,0,1545513.0,,52398.59,0.0,1.0
Nevada,2016,3,6.2,5752135.0,0,1651538.0,,52320.24,0.0,1.0
Nevada,2016,4,6.0,5568477.0,0,1599900.0,,52586.52,0.0,1.0
Nevada,2016,5,5.6,5674194.0,0,1625517.0,,52508.13,0.0,1.0
Nevada,2016,6,6.1,5220488.0,0,1552671.0,,52429.97,0.0,1.0
Nevada,2016,7,6.0,5784392.0,0,1605573.0,,53726.87,0.0,1.0
Nevada,2016,8,5.7,6172642.0,0,1656054.0,,53647.13,0.0,1.0
Nevada,2016,9,5.6,6226022.0,0,1566412.0,,53567.63,0.0,1.0
Nevada,2016,10,5.5,6331348.0,0,1606530.0,,53508.64,0.0,1.0
Nevada,2016,11,5.2,5821814.0,0,1606246.0,,53429.58,0.0,1.0
Nevada,2016,12,5.3,5707326.0,0,1695493.0,,53350.75,0.0,1.0
Nevada,2017,1,5.7,5677685.0,0,1689547.0,,54311.82,,
Nevada,2017,2,5.4,5565001.0,0,1534900.0,,54222.69,,
Nevada,2017,3,5.1,6151315.0,0,1706588.0,,54133.85,,
Nevada,2017,4,5.0,5834933.0,0,1622293.0,,54430.33,,
Nevada,2017,5,4.8,6205647.0,0,1679313.0,,54341.44,,
Nevada,2017,6,5.2,5654628.0,0,1654877.0,,54252.84,,
Nevada,2017,7,5.3,5739302.0,0,1810449.0,,54887.52,,
Nevada,2017,8,5.0,6167424.0,0,1844032.0,,54798.32,,
Nevada,2017,9,4.8,6132344.0,0,1748416.0,,54709.41,,
Nevada,2017,10,4.6,6343353.0,0,1809731.0,,54398.64,,
Nevada,2017,11,4.6,6114404.0,0,1791023.0,,54310.66,,
Nevada,2017,12,4.7,5860075.0,0,1844109.0,,54222.97,,
Nevada,2018,1,5.1,5959603.0,0,1882465.0,,55273.9,,
Nevada,2018,2,4.8,5633674.0,0,1696019.0,,55182.79,,
Nevada,2018,3,4.5,6184609.0,0,1892196.0,,55091.99,,
Nevada,2018,4,4.4,6068972.0,0,1802304.0,,55136.09,,
Nevada,2018,5,4.1,6267419.0,0,1870038.0,,55045.66,,
Nevada,2018,6,4.6,5921401.0,0,1816723.0,,54955.52,,
Nevada,2018,7,4.6,5876349.0,0,1858809.0,,55042.1,,
Nevada,2018,8,4.4,6345049.0,0,1879384.0,,54952.26,,
Nevada,2018,9,4.1,6179990.0,0,1767626.0,,54862.72,,
Nevada,2018,10,4.1,6435421.0,0,1868019.0,,55478.98,,
Nevada,2018,11,4.0,5958116.0,0,1781106.0,,55388.87,,
Nevada,2018,12,4.2,5757347.0,0,1834888.0,,55299.05,,
Nevada,2019,1,4.8,5757699.0,0,1863030.0,,56144.57,,
