State,Year,Month,Ridership_UPT,PostCOVID
ND,2020,9,88730.0,1
ND,2020,10,88122.0,1
ND,2020,11,71166.0,1
ND,2020,12,72811.0,1
ND,2021,1,77734.0,1
ND,2021,2,81652.0,1
ND,2021,3,93548.0,1
ND,2021,4,75293.0,1
ND,2021,5,61858.0,1
ND,2021,6,58233.0,1
ND,2021,7,61210.0,1
ND,2021,8,72199.0,1
ND,2021,9,104346.0,1
ND,2021,10,103204.0,1
ND,2021,11,94733.0,1
ND,2021,12,76899.0,1
ND,2022,1,84096.0,1
ND,2022,2,89913.0,1
ND,2022,3,100009.0,1
ND,2022,4,97221.0,1
ND,2022,5,77077.0,1
ND,2022,6,66898.0,1
ND,2022,7,65503.0,1
ND,2022,8,88397.0,1
ND,2022,9,107166.0,1
ND,2022,10,112457.0,1
ND,2022,11,102063.0,1
ND,2022,12,77436.0,1
ND,2023,1,108891.0,1
ND,2023,2,107839.0,1
ND,2023,3,110116.0,1
ND,2023,4,93899.0,1
ND,2023,5,79777.0,1
ND,2023,6,62779.0,1
ND,2023,7,60416.0,1
ND,2023,8,83510.0,1
ND,2023,9,105279.0,1
ND,2023,10,119661.0,1
ND,2023,11,107384.0,1
ND,2023,12,79077.0,1
ND,2024,1,113776.0,1
ND,2024,2,116421.0,1
ND,2024,3,104170.0,1
ND,2024,4,120738.0,1
ND,2024,5,79999.0,1
ND,2024,6,61970.0,1
ND,2024,7,67530.0,1
ND,2024,8,80212.0,1
ND,2024,9,108916.0,1
ND,2024,10,125192.0,1
ND,2024,11,98546.0,1
ND,2024,12,90691.0,1
ND,2025,1,103377.0,1
ND,2025,2,114802.0,1
ND,2025,3,103724.0,1
ND,2025,4,112313.0,1
ND,2025,5,85533.0,1
ND,2025,6,65347.0,1
ND,2025,7,66423.0,1
ND,2025,8,74824.0,1
ND,2025,9,113701.0,1
ND,2025,10,114168.0,1
ND,2025,11,89746.0,1
ND,2025,12,81670.0,1
NE,2002,1,420638.0,0
NE,2002,2,417328.0,0
NE,2002,3,418970.0,0
NE,2002,4,440867.0,0
NE,2002,5,427044.0,0
NE,2002,6,363357.0,0
NE,2002,7,363273.0,0
NE,2002,8,404468.0,0
NE,2002,9,436793.0,0
NE,2002,10,473826.0,0
NE,2002,11,420115.0,0
NE,2002,12,383124.0,0
NE,2003,1,393710.0,0
NE,2003,2,395724.0,0
NE,2003,3,413008.0,0
NE,2003,4,416590.0,0
NE,2003,5,373165.0,0
NE,2003,6,366696.0,0
NE,2003,7,349368.0,0
NE,2003,8,367361.0,0
NE,2003,9,395999.0,0
NE,2003,10,469369.0,0
NE,2003,11,368815.0,0
NE,2003,12,372075.0,0
NE,2004,1,370796.0,0
NE,2004,2,393444.0,0
NE,2004,3,442312.0,0
NE,2004,4,432802.0,0
NE,2004,5,371523.0,0
NE,2004,6,399118.0,0
NE,2004,7,337169.0,0
NE,2004,8,379109.0,0
NE,2004,9,432474.0,0
NE,2004,10,434339.0,0
NE,2004,11,401417.0,0
NE,2004,12,353689.0,0
NE,2005,1,380647.0,0
NE,2005,2,400331.0,0
NE,2005,3,440993.0,0
NE,2005,4,410225.0,0
NE,2005,5,387206.0,0
NE,2005,6,416073.0,0
NE,2005,7,327321.0,0
NE,2005,8,405789.0,0
NE,2005,9,499594.0,0
NE,2005,10,487625.0,0
NE,2005,11,440834.0,0
NE,2005,12,403445.0,0
NE,2006,1,453900.0,0
NE,2006,2,426551.0,0
NE,2006,3,461996.0,0
NE,2006,4,427586.0,0
NE,2006,5,460033.0,0
NE,2006,6,439480.0,0
NE,2006,7,369861.0,0
NE,2006,8,457255.0,0
NE,2006,9,465708.0,0
NE,2006,10,516918.0,0
NE,2006,11,466676.0,0
NE,2006,12,450046.0,0
NE,2007,1,461063.0,0
NE,2007,2,426923.0,0
NE,2007,3,465183.0,0
NE,2007,4,456593.0,0
NE,2007,5,463018.0,0
NE,2007,6,429116.0,0
NE,2007,7,408908.0,0
NE,2007,8,464339.0,0
NE,2007,9,509415.0,0
NE,2007,10,546083.0,0
NE,2007,11,493401.0,0
NE,2007,12,420695.0,0
NE,2008,1,484129.0,0
NE,2008,2,450473.0,0
NE,2008,3,484815.0,0
NE,2008,4,515173.0,0
NE,2008,5,480997.0,0
NE,2008,6,457264.0,0
NE,2008,7,454654.0,0
NE,2008,8,486793.0,0
NE,2008,9,559645.0,0
NE,2008,10,576277.0,0
NE,2008,11,453827.0,0
NE,2008,12,423253.0,0
NE,2009,1,413055.0,0
NE,2009,2,440941.0,0
NE,2009,3,465065.0,0
NE,2009,4,471880.0,0
NE,2009,5,416835.0,0
NE,2009,6,430056.0,0
NE,2009,7,423580.0,0
NE,2009,8,440439.0,0
NE,2009,9,493657.0,0
NE,2009,10,505788.0,0
NE,2009,11,458847.0,0
NE,2009,12,379417.0,0
NE,2010,1,416424.0,0
NE,2010,2,453686.0,0
NE,2010,3,495336.0,0
NE,2010,4,493251.0,0
NE,2010,5,416966.0,0
NE,2010,6,429025.0,0
NE,2010,7,425338.0,0
NE,2010,8,457054.0,0
NE,2010,9,525531.0,0
NE,2010,10,524264.0,0
NE,2010,11,487998.0,0
NE,2010,12,433114.0,0
NE,2011,1,444509.0,0
NE,2011,2,444327.0,0
NE,2011,3,513503.0,0
NE,2011,4,509789.0,0
NE,2011,5,455843.0,0
NE,2011,6,495374.0,0
NE,2011,7,416761.0,0
NE,2011,8,508972.0,0
NE,2011,9,575084.0,0
NE,2011,10,574650.0,0
NE,2011,11,532648.0,0
NE,2011,12,477364.0,0
NE,2012,1,509873.0,0
NE,2012,2,510293.0,0
NE,2012,3,530552.0,0
NE,2012,4,517009.0,0
NE,2012,5,494978.0,0
NE,2012,6,480776.0,0
NE,2012,7,441143.0,0
NE,2012,8,549151.0,0
NE,2012,9,567754.0,0
NE,2012,10,624502.0,0
NE,2012,11,552181.0,0
NE,2012,12,449764.0,0
NE,2013,1,564326.0,0
NE,2013,2,521594.0,0
NE,2013,3,525587.0,0
NE,2013,4,575030.0,0
NE,2013,5,505054.0,0
NE,2013,6,489644.0,0
NE,2013,7,493483.0,0
NE,2013,8,548043.0,0
NE,2013,9,621478.0,0
NE,2013,10,657825.0,0
NE,2013,11,570285.0,0
NE,2013,12,486972.0,0
NE,2014,1,538094.0,0
NE,2014,2,527527.0,0
NE,2014,3,541092.0,0
NE,2014,4,587747.0,0
NE,2014,5,498564.0,0
NE,2014,6,474723.0,0
NE,2014,7,499915.0,0
NE,2014,8,514226.0,0
NE,2014,9,634166.0,0
NE,2014,10,648712.0,0
NE,2014,11,505772.0,0
NE,2014,12,495860.0,0
NE,2015,1,507039.0,0
NE,2015,2,491984.0,0
NE,2015,3,527397.0,0
NE,2015,4,552368.0,0
NE,2015,5,437511.0,0
NE,2015,6,453501.0,0
NE,2015,7,442465.0,0
NE,2015,8,496561.0,0
NE,2015,9,595168.0,0
NE,2015,10,607862.0,0
NE,2015,11,508859.0,0
NE,2015,12,463395.0,0
NE,2016,1,467899.0,0
NE,2016,2,490624.0,0
NE,2016,3,515616.0,0
NE,2016,4,504612.0,0
NE,2016,5,426671.0,0
NE,2016,6,428107.0,0
NE,2016,7,390220.0,0
NE,2016,8,506980.0,0
NE,2016,9,571543.0,0
NE,2016,10,563161.0,0
NE,2016,11,528290.0,0
NE,2016,12,440316.0,0
NE,2017,1,464628.0,0
NE,2017,2,481213.0,0
NE,2017,3,524758.0,0
NE,2017,4,497868.0,0
NE,2017,5,468722.0,0
NE,2017,6,457646.0,0
NE,2017,7,409281.0,0
NE,2017,8,535348.0,0
NE,2017,9,569664.0,0
NE,2017,10,572716.0,0
NE,2017,11,520118.0,0
NE,2017,12,419008.0,0
NE,2018,1,466941.0,0
NE,2018,2,474154.0,0
NE,2018,3,500335.0,0
NE,2018,4,507097.0,0
NE,2018,5,467760.0,0
NE,2018,6,440068.0,0
NE,2018,7,413309.0,0
NE,2018,8,525055.0,0
NE,2018,9,537937.0,0
NE,2018,10,594437.0,0
NE,2018,11,496453.0,0
NE,2018,12,399378.0,0
NE,2019,1,459513.0,0
NE,2019,2,425224.0,0
NE,2019,3,453368.0,0
NE,2019,4,518701.0,0
NE,2019,5,449099.0,0
NE,2019,6,405286.0,0
NE,2019,7,430255.0,0
NE,2019,8,479292.0,0
NE,2019,9,539598.0,0
NE,2019,10,577725.0,0
NE,2019,11,482538.0,0
NE,2019,12,429515.0,0
NE,2020,1,457648.0,1
NE,2020,2,491821.0,1
NE,2020,3,363299.0,1
NE,2020,4,195774.0,1
NE,2020,5,230148.0,1
NE,2020,6,233835.0,1
NE,2020,7,238805.0,1
NE,2020,8,271736.0,1
NE,2020,9,308495.0,1
NE,2020,10,322453.0,1
NE,2020,11,279418.0,1
NE,2020,12,288716.0,1
NE,2021,1,239645.0,1
NE,2021,2,272472.0,1
NE,2021,3,344594.0,1
NE,2021,4,325777.0,1
NE,2021,5,304551.0,1
NE,2021,6,316429.0,1
NE,2021,7,309259.0,1
NE,2021,8,321372.0,1
NE,2021,9,412891.0,1
NE,2021,10,408479.0,1
NE,2021,11,371914.0,1
NE,2021,12,329539.0,1
NE,2022,1,351669.0,1
NE,2022,2,357101.0,1
NE,2022,3,405467.0,1
NE,2022,4,397144.0,1
NE,2022,5,382436.0,1
NE,2022,6,378329.0,1
NE,2022,7,360232.0,1
NE,2022,8,463513.0,1
NE,2022,9,491565.0,1
NE,2022,10,479812.0,1
NE,2022,11,425758.0,1
NE,2022,12,331816.0,1
NE,2023,1,391535.0,1
NE,2023,2,376719.0,1
NE,2023,3,443767.0,1
NE,2023,4,424558.0,1
NE,2023,5,449275.0,1
NE,2023,6,396720.0,1
NE,2023,7,353481.0,1
NE,2023,8,488648.0,1
NE,2023,9,517383.0,1
NE,2023,10,527867.0,1
NE,2023,11,477685.0,1
NE,2023,12,412000.0,1
NE,2024,1,370282.0,1
NE,2024,2,494191.0,1
NE,2024,3,457861.0,1
NE,2024,4,514770.0,1
NE,2024,5,485889.0,1
NE,2024,6,400839.0,1
NE,2024,7,410034.0,1
NE,2024,8,479238.0,1
NE,2024,9,525094.0,1
NE,2024,10,568723.0,1
NE,2024,11,480506.0,1
NE,2024,12,402015.0,1
NE,2025,1,436833.0,1
NE,2025,2,416947.0,1
NE,2025,3,473034.0,1
NE,2025,4,527882.0,1
NE,2025,5,175892.0,1
NE,2025,6,136941.0,1
NE,2025,7,148042.0,1
NE,2025,8,177738.0,1
NE,2025,9,214281.0,1
NE,2025,10,221214.0,1
NE,2025,11,176364.0,1
NE,2025,12,153548.0,1
NH,2003,1,46500.0,0
NH,2003,2,51128.0,0
NH,2003,3,55777.0,0
NH,2003,4,57838.0,0
NH,2003,5,56099.0,0
NH,2003,6,52265.0,0
NH,2003,7,52823.0,0
NH,2003,8,52398.0,0
NH,2003,9,54835.0,0
NH,2003,10,62398.0,0
NH,2003,11,54440.0,0
NH,2003,12,54113.0,0
NH,2004,1,67327.0,0
NH,2004,2,69386.0,0
NH,2004,3,82358.0,0
NH,2004,4,80923.0,0
NH,2004,5,77756.0,0
NH,2004,6,84438.0,0
NH,2004,7,79433.0,0
NH,2004,8,80285.0,0
NH,2004,9,85809.0,0
NH,2004,10,89624.0,0
NH,2004,11,84591.0,0
NH,2004,12,88591.0,0
NH,2005,1,75338.0,0
NH,2005,2,78729.0,0
NH,2005,3,90460.0,0
NH,2005,4,91856.0,0
NH,2005,5,88118.0,0
NH,2005,6,93492.0,0
NH,2005,7,84143.0,0
NH,2005,8,92985.0,0
NH,2005,9,97454.0,0
NH,2005,10,95259.0,0
NH,2005,11,90841.0,0
NH,2005,12,92429.0,0
NH,2006,1,91835.0,0
NH,2006,2,87033.0,0
NH,2006,3,101934.0,0
NH,2006,4,89570.0,0
NH,2006,5,93957.0,0
NH,2006,6,99640.0,0
NH,2006,7,87585.0,0
NH,2006,8,105046.0,0
NH,2006,9,101822.0,0
NH,2006,10,105213.0,0
NH,2006,11,100115.0,0
NH,2006,12,97507.0,0
NH,2007,1,96448.0,0
NH,2007,2,85429.0,0
NH,2007,3,99468.0,0
NH,2007,4,94385.0,0
NH,2007,5,106609.0,0
NH,2007,6,99300.0,0
NH,2007,7,96349.0,0
NH,2007,8,106894.0,0
NH,2007,9,96829.0,0
NH,2007,10,110189.0,0
NH,2007,11,99183.0,0
NH,2007,12,91626.0,0
NH,2008,1,103906.0,0
NH,2008,2,95460.0,0
NH,2008,3,103651.0,0
NH,2008,4,113771.0,0
NH,2008,5,117283.0,0
NH,2008,6,114750.0,0
NH,2008,7,114678.0,0
NH,2008,8,115877.0,0
NH,2008,9,121627.0,0
NH,2008,10,131230.0,0
NH,2008,11,105047.0,0
NH,2008,12,109152.0,0
NH,2009,1,173371.0,0
NH,2009,2,256030.0,0
NH,2009,3,229864.0,0
NH,2009,4,260059.0,0
NH,2009,5,184873.0,0
NH,2009,6,119008.0,0
NH,2009,7,108616.0,0
NH,2009,8,113822.0,0
NH,2009,9,251388.0,0
NH,2009,10,268810.0,0
NH,2009,11,224229.0,0
NH,2009,12,197609.0,0
NH,2010,1,177796.0,0
NH,2010,2,290141.0,0
NH,2010,3,302900.0,0
NH,2010,4,308649.0,0
NH,2010,5,233813.0,0
NH,2010,6,165141.0,0
NH,2010,7,161253.0,0
NH,2010,8,174151.0,0
NH,2010,9,316475.0,0
NH,2010,10,322212.0,0
NH,2010,11,295370.0,0
NH,2010,12,248986.0,0
NH,2011,1,228434.0,0
NH,2011,2,299214.0,0
NH,2011,3,320420.0,0
NH,2011,4,316642.0,0
NH,2011,5,248569.0,0
NH,2011,6,181935.0,0
NH,2011,7,171195.0,0
NH,2011,8,193307.0,0
NH,2011,9,322830.0,0
NH,2011,10,322477.0,0
NH,2011,11,302033.0,0
NH,2011,12,248679.0,0
NH,2012,1,165517.0,0
NH,2012,2,279689.0,0
NH,2012,3,237323.0,0
NH,2012,4,267588.0,0
NH,2012,5,191487.0,0
NH,2012,6,127648.0,0
NH,2012,7,86294.0,0
NH,2012,8,134782.0,0
NH,2012,9,236504.0,0
NH,2012,10,247047.0,0
NH,2012,11,235790.0,0
NH,2012,12,150936.0,0
NH,2013,1,153619.0,0
NH,2013,2,231832.0,0
NH,2013,3,196248.0,0
NH,2013,4,239300.0,0
NH,2013,5,147273.0,0
NH,2013,6,86051.0,0
NH,2013,7,92796.0,0
NH,2013,8,136092.0,0
NH,2013,9,242071.0,0
NH,2013,10,212655.0,0
NH,2013,11,182269.0,0
NH,2013,12,110589.0,0
NH,2014,1,126007.0,0
NH,2014,2,204783.0,0
NH,2014,3,183678.0,0
NH,2014,4,213968.0,0
NH,2014,5,112487.0,0
NH,2014,6,51200.0,0
NH,2014,7,52163.0,0
NH,2014,8,52909.0,0
NH,2014,9,228149.0,0
NH,2014,10,287531.0,0
NH,2014,11,221133.0,0
NH,2014,12,207905.0,0
NH,2015,1,148066.0,0
NH,2015,2,245633.0,0
NH,2015,3,232887.0,0
NH,2015,4,275820.0,0
NH,2015,5,140689.0,0
NH,2015,6,95483.0,0
NH,2015,7,94425.0,0
NH,2015,8,98747.0,0
NH,2015,9,265221.0,0
NH,2015,10,279084.0,0
NH,2015,11,222968.0,0
NH,2015,12,192184.0,0
NH,2016,1,121326.0,0
NH,2016,2,258510.0,0
NH,2016,3,232669.0,0
NH,2016,4,255426.0,0
NH,2016,5,171420.0,0
NH,2016,6,90064.0,0
NH,2016,7,75242.0,0
NH,2016,8,84092.0,0
NH,2016,9,79958.0,0
NH,2016,10,80285.0,0
NH,2016,11,77349.0,0
NH,2016,12,75872.0,0
NH,2017,1,72187.0,0
NH,2017,2,64765.0,0
NH,2017,3,75669.0,0
NH,2017,4,73832.0,0
NH,2017,5,77769.0,0
NH,2017,6,76539.0,0
NH,2017,7,71127.0,0
NH,2017,8,80721.0,0
NH,2017,9,74663.0,0
NH,2017,10,78211.0,0
NH,2017,11,72724.0,0
NH,2017,12,69097.0,0
NH,2018,1,64003.0,0
NH,2018,2,65541.0,0
NH,2018,3,69381.0,0
NH,2018,4,70277.0,0
NH,2018,5,74727.0,0
NH,2018,6,73199.0,0
NH,2018,7,67849.0,0
NH,2018,8,78061.0,0
NH,2018,9,66229.0,0
NH,2018,10,77571.0,0
NH,2018,11,70186.0,0
NH,2018,12,68988.0,0
NH,2019,1,66211.0,0
NH,2019,2,62019.0,0
NH,2019,3,68497.0,0
NH,2019,4,71532.0,0
NH,2019,5,74124.0,0
NH,2019,6,67869.0,0
NH,2019,7,70721.0,0
NH,2019,8,76126.0,0
NH,2019,9,69282.0,0
NH,2019,10,77483.0,0
NH,2019,11,66825.0,0
NH,2019,12,64119.0,0
NH,2020,1,68533.0,1
NH,2020,2,64301.0,1
NH,2020,3,48351.0,1
NH,2020,4,0.0,1
NH,2020,5,5403.0,1
NH,2020,6,19306.0,1
NH,2020,7,27939.0,1
NH,2020,8,31225.0,1
NH,2020,9,35265.0,1
NH,2020,10,37603.0,1
NH,2020,11,34169.0,1
NH,2020,12,35669.0,1
NH,2021,1,34143.0,1
NH,2021,2,32574.0,1
NH,2021,3,41484.0,1
NH,2021,4,41092.0,1
NH,2021,5,40251.0,1
NH,2021,6,43185.0,1
NH,2021,7,44343.0,1
NH,2021,8,44868.0,1
NH,2021,9,43838.0,1
NH,2021,10,45135.0,1
NH,2021,11,42888.0,1
NH,2021,12,44798.0,1
NH,2022,1,36312.0,1
NH,2022,2,38024.0,1
NH,2022,3,47733.0,1
NH,2022,4,46408.0,1
NH,2022,5,44537.0,1
NH,2022,6,47058.0,1
NH,2022,7,44437.0,1
NH,2022,8,49520.0,1
NH,2022,9,47160.0,1
NH,2022,10,48013.0,1
NH,2022,11,49185.0,1
NH,2022,12,46183.0,1
NH,2023,1,42332.0,1
NH,2023,2,39402.0,1
NH,2023,3,45525.0,1
NH,2023,4,42532.0,1
NH,2023,5,46735.0,1
NH,2023,6,50285.0,1
NH,2023,7,49866.0,1
NH,2023,8,59634.0,1
NH,2023,9,55538.0,1
NH,2023,10,61525.0,1
NH,2023,11,58271.0,1
NH,2023,12,55256.0,1
NH,2024,1,53613.0,1
NH,2024,2,56870.0,1
NH,2024,3,57398.0,1
NH,2024,4,59580.0,1
NH,2024,5,63419.0,1
NH,2024,6,61528.0,1
NH,2024,7,63778.0,1
NH,2024,8,68616.0,1
NH,2024,9,63830.0,1
NH,2024,10,72192.0,1
NH,2024,11,62839.0,1
NH,2024,12,58740.0,1
NH,2025,1,57625.0,1
NH,2025,2,52883.0,1
NH,2025,3,63936.0,1
NH,2025,4,66015.0,1
NH,2025,5,64682.0,1
NH,2025,6,63937.0,1
NH,2025,7,65483.0,1
NH,2025,8,66792.0,1
NH,2025,9,65098.0,1
NH,2025,10,70625.0,1
NH,2025,11,59211.0,1
NH,2025,12,58088.0,1
NJ,2002,1,17257632.0,0
NJ,2002,2,15800155.0,0
NJ,2002,3,17515952.0,0
NJ,2002,4,17310761.0,0
NJ,2002,5,18419505.0,0
NJ,2002,6,16899378.0,0
NJ,2002,7,17716740.0,0
NJ,2002,8,17734394.0,0
NJ,2002,9,16962636.0,0
NJ,2002,10,18024793.0,0
NJ,2002,11,16757306.0,0
NJ,2002,12,17596222.0,0
NJ,2003,1,16706314.0,0
NJ,2003,2,16062523.0,0
NJ,2003,3,16726874.0,0
NJ,2003,4,16838618.0,0
NJ,2003,5,16878948.0,0
NJ,2003,6,16751379.0,0
NJ,2003,7,16593924.0,0
NJ,2003,8,16746025.0,0
NJ,2003,9,16587149.0,0
NJ,2003,10,16250527.0,0
NJ,2003,11,15993993.0,0
NJ,2003,12,16118959.0,0
NJ,2004,1,17251742.0,0
NJ,2004,2,15779802.0,0
NJ,2004,3,17393482.0,0
NJ,2004,4,17423385.0,0
NJ,2004,5,17815359.0,0
NJ,2004,6,17509668.0,0
NJ,2004,7,17628245.0,0
NJ,2004,8,18152312.0,0
NJ,2004,9,17201579.0,0
NJ,2004,10,17559632.0,0
NJ,2004,11,17794948.0,0
NJ,2004,12,17181355.0,0
NJ,2005,1,16877443.0,0
NJ,2005,2,15759089.0,0
NJ,2005,3,16258996.0,0
NJ,2005,4,17549022.0,0
NJ,2005,5,17435385.0,0
NJ,2005,6,17453735.0,0
NJ,2005,7,17744084.0,0
NJ,2005,8,16998254.0,0
NJ,2005,9,17652316.0,0
NJ,2005,10,17998361.0,0
NJ,2005,11,17578844.0,0
NJ,2005,12,17203124.0,0
NJ,2006,1,16214211.0,0
NJ,2006,2,15894817.0,0
NJ,2006,3,15757097.0,0
NJ,2006,4,17281948.0,0
NJ,2006,5,16611850.0,0
NJ,2006,6,18068217.0,0
NJ,2006,7,17375689.0,0
NJ,2006,8,17024197.0,0
NJ,2006,9,17371504.0,0
NJ,2006,10,17466151.0,0
NJ,2006,11,18019255.0,0
NJ,2006,12,16638053.0,0
NJ,2007,1,17096552.0,0
NJ,2007,2,16821647.0,0
NJ,2007,3,15491637.0,0
NJ,2007,4,17555930.0,0
NJ,2007,5,17039418.0,0
NJ,2007,6,18225095.0,0
NJ,2007,7,17593480.0,0
NJ,2007,8,17625288.0,0
NJ,2007,9,17928923.0,0
NJ,2007,10,17726710.0,0
NJ,2007,11,18949640.0,0
NJ,2007,12,17564811.0,0
NJ,2008,1,16547219.0,0
NJ,2008,2,17052956.0,0
NJ,2008,3,16535616.0,0
NJ,2008,4,17500823.0,0
NJ,2008,5,18029943.0,0
NJ,2008,6,18065658.0,0
NJ,2008,7,18275792.0,0
NJ,2008,8,18596556.0,0
NJ,2008,9,18768085.0,0
NJ,2008,10,19454161.0,0
NJ,2008,11,16996633.0,0
NJ,2008,12,17246082.0,0
NJ,2009,1,16309381.0,0
NJ,2009,2,17177959.0,0
NJ,2009,3,17481717.0,0
NJ,2009,4,17380416.0,0
NJ,2009,5,17280292.0,0
NJ,2009,6,17411140.0,0
NJ,2009,7,17623302.0,0
NJ,2009,8,17054615.0,0
NJ,2009,9,17690562.0,0
NJ,2009,10,18249253.0,0
NJ,2009,11,16753337.0,0
NJ,2009,12,16467095.0,0
NJ,2010,1,15747177.0,0
NJ,2010,2,14307318.0,0
NJ,2010,3,17995121.0,0
NJ,2010,4,17550490.0,0
NJ,2010,5,16950292.0,0
NJ,2010,6,17199016.0,0
NJ,2010,7,16505908.0,0
NJ,2010,8,16673477.0,0
NJ,2010,9,16857633.0,0
NJ,2010,10,17202567.0,0
NJ,2010,11,15981041.0,0
NJ,2010,12,15004104.0,0
NJ,2011,1,14567146.0,0
NJ,2011,2,14727307.0,0
NJ,2011,3,17368564.0,0
NJ,2011,4,16366042.0,0
NJ,2011,5,16845107.0,0
NJ,2011,6,17093005.0,0
NJ,2011,7,16224323.0,0
NJ,2011,8,16500287.0,0
NJ,2011,9,17090300.0,0
NJ,2011,10,17332647.0,0
NJ,2011,11,16656225.0,0
NJ,2011,12,16556364.0,0
NJ,2012,1,15882378.0,0
NJ,2012,2,16150723.0,0
NJ,2012,3,17707148.0,0
NJ,2012,4,16754065.0,0
NJ,2012,5,17592354.0,0
NJ,2012,6,17021282.0,0
NJ,2012,7,16830299.0,0
NJ,2012,8,17562051.0,0
NJ,2012,9,16737606.0,0
NJ,2012,10,16439708.0,0
NJ,2012,11,16328881.0,0
NJ,2012,12,16102732.0,0
NJ,2013,1,15041616.0,0
NJ,2013,2,13860904.0,0
NJ,2013,3,15403096.0,0
NJ,2013,4,16136364.0,0
NJ,2013,5,16211454.0,0
NJ,2013,6,15130635.0,0
NJ,2013,7,15650215.0,0
NJ,2013,8,15731811.0,0
NJ,2013,9,15745972.0,0
NJ,2013,10,17040269.0,0
NJ,2013,11,14787155.0,0
NJ,2013,12,14487907.0,0
NJ,2014,1,13679404.0,0
NJ,2014,2,12875043.0,0
NJ,2014,3,15093170.0,0
NJ,2014,4,15444828.0,0
NJ,2014,5,15785597.0,0
NJ,2014,6,15341984.0,0
NJ,2014,7,15614432.0,0
NJ,2014,8,15290290.0,0
NJ,2014,9,16003415.0,0
NJ,2014,10,16833043.0,0
NJ,2014,11,14226284.0,0
NJ,2014,12,15120770.0,0
NJ,2015,1,12926026.0,0
NJ,2015,2,12562930.0,0
NJ,2015,3,14650492.0,0
NJ,2015,4,15020461.0,0
NJ,2015,5,14914489.0,0
NJ,2015,6,15075913.0,0
NJ,2015,7,15048966.0,0
NJ,2015,8,14603730.0,0
NJ,2015,9,15194720.0,0
NJ,2015,10,15538250.0,0
NJ,2015,11,13902170.0,0
NJ,2015,12,14290171.0,0
NJ,2016,1,12507604.0,0
NJ,2016,2,13154141.0,0
NJ,2016,3,14795843.0,0
NJ,2016,4,14179085.0,0
NJ,2016,5,14349572.0,0
NJ,2016,6,14595693.0,0
NJ,2016,7,13588633.0,0
NJ,2016,8,14539452.0,0
NJ,2016,9,14572722.0,0
NJ,2016,10,14604282.0,0
NJ,2016,11,13736427.0,0
NJ,2016,12,13366070.0,0
NJ,2017,1,12996529.0,0
NJ,2017,2,12257438.0,0
NJ,2017,3,13654109.0,0
NJ,2017,4,13342836.0,0
NJ,2017,5,14423219.0,0
NJ,2017,6,14249762.0,0
NJ,2017,7,13369324.0,0
NJ,2017,8,14303554.0,0
NJ,2017,9,14087937.0,0
NJ,2017,10,14792809.0,0
NJ,2017,11,13594098.0,0
NJ,2017,12,12635516.0,0
NJ,2018,1,12649068.0,0
NJ,2018,2,12333094.0,0
NJ,2018,3,12999397.0,0
NJ,2018,4,13378617.0,0
NJ,2018,5,14414512.0,0
NJ,2018,6,13872323.0,0
NJ,2018,7,13445940.0,0
NJ,2018,8,14012798.0,0
NJ,2018,9,13438169.0,0
NJ,2018,10,15147007.0,0
NJ,2018,11,13117657.0,0
NJ,2018,12,12656011.0,0
NJ,2019,1,12848247.0,0
NJ,2019,2,11908933.0,0
NJ,2019,3,13372185.0,0
NJ,2019,4,13723814.0,0
NJ,2019,5,14197475.0,0
NJ,2019,6,13215910.0,0
NJ,2019,7,13584679.0,0
NJ,2019,8,13793123.0,0
NJ,2019,9,13928613.0,0
NJ,2019,10,14905406.0,0
NJ,2019,11,12963974.0,0
NJ,2019,12,12452773.0,0
NJ,2020,1,13302408.0,1
NJ,2020,2,12540756.0,1
NJ,2020,3,8352411.0,1
NJ,2020,4,2854117.0,1
NJ,2020,5,3852670.0,1
NJ,2020,6,4013305.0,1
NJ,2020,7,6749645.0,1
NJ,2020,8,6461646.0,1
NJ,2020,9,7265538.0,1
NJ,2020,10,7032181.0,1
NJ,2020,11,6258497.0,1
NJ,2020,12,6149045.0,1
NJ,2021,1,6046458.0,1
NJ,2021,2,5181688.0,1
NJ,2021,3,7055476.0,1
NJ,2021,4,6948246.0,1
NJ,2021,5,7417607.0,1
NJ,2021,6,7964219.0,1
NJ,2021,7,8200239.0,1
NJ,2021,8,8349086.0,1
NJ,2021,9,8868092.0,1
NJ,2021,10,9348979.0,1
NJ,2021,11,8916098.0,1
NJ,2021,12,8683948.0,1
NJ,2022,1,6988294.0,1
NJ,2022,2,7964687.0,1
NJ,2022,3,9791571.0,1
NJ,2022,4,9336960.0,1
NJ,2022,5,9789963.0,1
NJ,2022,6,10176231.0,1
NJ,2022,7,9779289.0,1
NJ,2022,8,10452518.0,1
NJ,2022,9,10858711.0,1
NJ,2022,10,10914030.0,1
NJ,2022,11,10382243.0,1
NJ,2022,12,10081458.0,1
NJ,2023,1,10200949.0,1
NJ,2023,2,9547533.0,1
NJ,2023,3,11338271.0,1
NJ,2023,4,10623566.0,1
NJ,2023,5,11980094.0,1
NJ,2023,6,11383595.0,1
NJ,2023,7,10910308.0,1
NJ,2023,8,11688735.0,1
NJ,2023,9,11534137.0,1
NJ,2023,10,12457349.0,1
NJ,2023,11,11591859.0,1
NJ,2023,12,11241049.0,1
NJ,2024,1,11075330.0,1
NJ,2024,2,11098582.0,1
NJ,2024,3,11979562.0,1
NJ,2024,4,12272806.0,1
